ユーザーID,商品ID,購入日時
6,142,2024-01-03
6,399,2024-01-08
6,232,2024-01-24
6,325,2024-02-02
6,422,2024-02-02
6,190,2024-02-05
6,493,2024-02-05
6,252,2024-02-07
6,309,2024-02-12
6,243,2024-02-17
6,18,2024-03-19
6,487,2024-03-20
6,184,2024-03-20
6,293,2024-03-29
6,371,2024-04-07
6,275,2024-04-25
6,459,2024-04-26
6,352,2024-04-30
6,430,2024-05-20
6,15,2024-05-21
6,482,2024-05-23
6,204,2024-06-06
6,394,2024-06-18
6,88,2024-06-21
6,90,2024-06-29
6,148,2024-06-30
6,249,2024-07-06
6,408,2024-07-15
6,116,2024-07-15
6,417,2024-07-18
6,279,2024-07-27
6,134,2024-07-27
6,230,2024-07-28
6,444,2024-08-02
6,121,2024-08-02
6,359,2024-08-12
6,474,2024-08-17
6,16,2024-08-19
6,263,2024-09-02
6,32,2024-09-03
6,452,2024-09-04
6,453,2024-09-12
6,322,2024-09-12
6,88,2024-09-13
6,236,2024-09-17
6,227,2024-09-20
6,350,2024-10-03
6,62,2024-10-05
6,477,2024-10-12
6,350,2024-10-17
