ユーザーID,商品ID,購入日時
81,137,2024-01-02
81,83,2024-01-05
81,335,2024-01-10
81,158,2024-01-10
81,236,2024-01-11
81,459,2024-01-17
81,276,2024-02-10
81,393,2024-02-12
81,261,2024-03-04
81,20,2024-03-06
81,439,2024-03-10
81,408,2024-03-20
81,435,2024-04-03
81,92,2024-04-16
81,278,2024-04-23
81,247,2024-04-26
81,296,2024-04-30
81,184,2024-05-18
81,400,2024-05-19
81,174,2024-05-26
81,365,2024-05-27
81,130,2024-05-28
81,100,2024-05-29
81,167,2024-05-30
81,320,2024-06-03
81,384,2024-06-10
81,24,2024-06-20
81,327,2024-06-21
81,324,2024-06-25
81,298,2024-06-29
81,75,2024-07-29
81,42,2024-08-08
81,103,2024-08-11
81,237,2024-08-25
81,116,2024-08-27
81,85,2024-09-01
81,8,2024-09-02
81,277,2024-09-06
81,167,2024-09-08
81,481,2024-09-15
81,199,2024-09-21
81,24,2024-09-23
81,428,2024-09-28
81,451,2024-09-29
81,160,2024-10-03
81,214,2024-10-10
81,241,2024-10-20
81,437,2024-10-22
81,120,2024-10-26
81,167,2024-10-27
