ユーザーID,商品ID,購入日時
19,94,2024-01-08
19,24,2024-01-11
19,72,2024-01-16
19,63,2024-01-29
19,46,2024-01-31
19,150,2024-02-01
19,152,2024-02-02
19,95,2024-02-11
19,128,2024-02-27
19,26,2024-03-09
19,143,2024-03-10
19,127,2024-03-24
19,38,2024-03-31
19,50,2024-05-18
19,141,2024-05-20
19,69,2024-05-26
19,113,2024-05-28
19,108,2024-05-29
19,131,2024-05-30
19,37,2024-06-09
19,147,2024-06-15
19,39,2024-06-21
19,32,2024-06-26
19,120,2024-07-03
19,128,2024-07-11
19,149,2024-07-11
19,112,2024-07-27
19,44,2024-07-29
19,47,2024-08-14
19,11,2024-09-02
19,108,2024-09-06
19,70,2024-09-08
19,89,2024-09-14
19,78,2024-09-18
19,61,2024-10-14
19,84,2024-10-20
19,136,2024-10-27
