ユーザーID,商品ID,購入日時
53,39,2024-01-02
53,255,2024-01-14
53,356,2024-01-16
53,425,2024-01-19
53,199,2024-01-27
53,321,2024-01-27
53,287,2024-01-31
53,299,2024-02-07
53,153,2024-02-07
53,324,2024-02-09
53,115,2024-02-21
53,169,2024-02-29
53,112,2024-03-01
53,199,2024-03-01
53,239,2024-03-12
53,433,2024-03-15
53,215,2024-03-16
53,182,2024-03-22
53,319,2024-04-07
53,12,2024-04-07
53,286,2024-04-09
53,235,2024-04-13
53,329,2024-04-16
53,481,2024-04-20
53,468,2024-04-20
53,77,2024-04-25
53,492,2024-04-26
53,215,2024-05-16
53,231,2024-05-20
53,59,2024-05-21
53,344,2024-05-24
53,419,2024-06-02
53,364,2024-06-25
53,161,2024-07-14
53,223,2024-07-16
53,304,2024-08-03
53,221,2024-08-04
53,366,2024-08-04
53,248,2024-08-11
53,147,2024-08-13
53,338,2024-08-21
53,244,2024-08-23
53,122,2024-08-27
53,404,2024-08-29
53,138,2024-09-02
53,305,2024-09-07
53,141,2024-09-22
53,124,2024-10-10
53,467,2024-10-23
53,366,2024-10-26
