ユーザーID,商品ID,購入日時
87,483,2024-01-03
87,28,2024-01-12
87,477,2024-01-26
87,262,2024-01-31
87,141,2024-02-02
87,52,2024-02-03
87,190,2024-02-12
87,296,2024-02-16
87,215,2024-02-17
87,379,2024-02-26
87,159,2024-02-28
87,275,2024-03-03
87,332,2024-03-04
87,106,2024-03-07
87,257,2024-03-12
87,417,2024-03-26
87,90,2024-04-01
87,430,2024-04-03
87,10,2024-04-05
87,59,2024-04-06
87,394,2024-04-06
87,123,2024-04-19
87,30,2024-04-21
87,333,2024-04-21
87,408,2024-04-26
87,165,2024-05-02
87,264,2024-05-04
87,316,2024-05-08
87,464,2024-05-09
87,391,2024-05-14
87,5,2024-05-17
87,335,2024-05-18
87,62,2024-06-06
87,76,2024-07-06
87,329,2024-07-18
87,12,2024-07-28
87,274,2024-07-28
87,414,2024-07-31
87,59,2024-08-03
87,308,2024-08-05
87,367,2024-08-13
87,396,2024-08-18
87,13,2024-08-31
87,158,2024-09-06
87,280,2024-09-19
87,69,2024-09-26
87,414,2024-09-26
87,376,2024-10-12
87,481,2024-10-14
87,167,2024-10-24
