ユーザーID,商品ID,購入日時
100,250,2024-01-18
100,85,2024-02-01
100,484,2024-02-03
100,479,2024-02-18
100,108,2024-03-01
100,107,2024-03-04
100,497,2024-03-12
100,304,2024-03-17
100,351,2024-03-19
100,68,2024-03-23
100,350,2024-03-25
100,103,2024-03-28
100,168,2024-04-20
100,275,2024-05-04
100,409,2024-05-04
100,94,2024-05-05
100,396,2024-05-15
100,15,2024-05-15
100,316,2024-05-17
100,465,2024-06-03
100,141,2024-06-04
100,19,2024-06-22
100,165,2024-06-22
100,339,2024-06-28
100,495,2024-07-02
100,355,2024-07-08
100,314,2024-07-09
100,459,2024-07-13
100,111,2024-07-18
100,495,2024-07-28
100,500,2024-07-30
100,280,2024-08-03
100,392,2024-08-13
100,247,2024-08-14
100,200,2024-08-27
100,419,2024-08-28
100,181,2024-09-03
100,328,2024-09-09
100,342,2024-09-14
100,456,2024-09-19
100,240,2024-09-26
100,176,2024-10-01
100,74,2024-10-05
100,479,2024-10-06
100,138,2024-10-08
100,480,2024-10-11
100,63,2024-10-12
100,78,2024-10-16
100,483,2024-10-19
100,145,2024-10-26
