ユーザーID,商品ID,購入日時
16,4,2024-01-15
16,11,2024-01-17
16,207,2024-01-22
16,305,2024-01-22
16,11,2024-01-27
16,123,2024-01-30
16,262,2024-02-04
16,72,2024-02-06
16,226,2024-02-17
16,112,2024-02-17
16,225,2024-02-17
16,352,2024-02-19
16,247,2024-02-28
16,417,2024-02-29
16,258,2024-03-09
16,413,2024-03-15
16,131,2024-03-25
16,461,2024-03-28
16,11,2024-03-30
16,374,2024-04-03
16,454,2024-04-06
16,32,2024-04-07
16,366,2024-04-08
16,455,2024-04-16
16,311,2024-04-17
16,247,2024-04-19
16,69,2024-05-02
16,283,2024-05-17
16,392,2024-06-15
16,226,2024-06-24
16,75,2024-06-25
16,495,2024-07-13
16,152,2024-07-24
16,168,2024-07-27
16,133,2024-07-29
16,111,2024-08-13
16,90,2024-08-15
16,136,2024-08-23
16,404,2024-09-03
16,46,2024-09-11
16,318,2024-09-14
16,323,2024-09-18
16,366,2024-09-28
16,418,2024-09-29
16,5,2024-10-06
16,98,2024-10-11
16,353,2024-10-12
16,322,2024-10-19
16,233,2024-10-23
16,300,2024-10-25
