ユーザーID,商品ID,購入日時
63,251,2024-01-14
63,375,2024-01-14
63,233,2024-01-30
63,460,2024-02-01
63,402,2024-02-04
63,120,2024-02-06
63,273,2024-02-12
63,184,2024-02-15
63,495,2024-02-16
63,459,2024-02-17
63,435,2024-02-22
63,290,2024-02-23
63,337,2024-02-28
63,55,2024-03-04
63,470,2024-03-10
63,317,2024-03-28
63,38,2024-04-12
63,141,2024-04-30
63,303,2024-05-15
63,199,2024-05-18
63,352,2024-05-21
63,328,2024-06-03
63,76,2024-06-05
63,208,2024-06-05
63,47,2024-06-15
63,163,2024-06-18
63,398,2024-06-20
63,232,2024-06-24
63,1,2024-07-10
63,468,2024-07-10
63,352,2024-07-10
63,473,2024-07-22
63,461,2024-07-28
63,74,2024-08-01
63,115,2024-08-02
63,31,2024-08-02
63,479,2024-08-03
63,141,2024-08-04
63,303,2024-08-08
63,21,2024-08-24
63,189,2024-09-04
63,361,2024-09-06
63,21,2024-09-09
63,245,2024-09-16
63,167,2024-09-29
63,442,2024-10-07
63,437,2024-10-15
63,11,2024-10-16
63,333,2024-10-16
63,454,2024-10-18
