ユーザーID,商品ID,購入日時
75,449,2024-01-02
75,156,2024-01-03
75,383,2024-01-04
75,34,2024-01-05
75,288,2024-01-07
75,124,2024-01-15
75,408,2024-01-19
75,2,2024-01-24
75,51,2024-01-28
75,459,2024-02-03
75,342,2024-02-04
75,223,2024-02-17
75,22,2024-02-29
75,241,2024-03-01
75,304,2024-03-10
75,51,2024-03-28
75,257,2024-04-02
75,176,2024-04-03
75,258,2024-04-04
75,492,2024-04-05
75,196,2024-04-09
75,424,2024-04-16
75,14,2024-04-21
75,318,2024-05-02
75,256,2024-05-16
75,322,2024-05-19
75,351,2024-05-24
75,270,2024-05-28
75,356,2024-06-05
75,459,2024-06-06
75,477,2024-06-09
75,144,2024-06-29
75,322,2024-06-29
75,90,2024-07-01
75,196,2024-07-01
75,363,2024-07-03
75,277,2024-07-14
75,331,2024-07-27
75,41,2024-08-01
75,134,2024-08-17
75,237,2024-08-30
75,218,2024-09-03
75,463,2024-09-21
75,14,2024-09-22
75,170,2024-09-24
75,97,2024-10-06
75,253,2024-10-10
75,327,2024-10-21
75,437,2024-10-24
75,265,2024-10-24
