ユーザーID,商品ID,購入日時
91,191,2024-01-10
91,96,2024-01-15
91,404,2024-01-18
91,30,2024-01-20
91,136,2024-01-23
91,488,2024-02-07
91,180,2024-02-20
91,374,2024-02-24
91,373,2024-02-29
91,156,2024-02-29
91,221,2024-03-04
91,81,2024-03-10
91,129,2024-03-12
91,144,2024-03-14
91,298,2024-03-14
91,212,2024-03-30
91,63,2024-04-04
91,487,2024-04-04
91,230,2024-04-13
91,293,2024-04-16
91,323,2024-04-18
91,332,2024-04-21
91,376,2024-04-30
91,118,2024-05-07
91,129,2024-05-10
91,78,2024-05-11
91,498,2024-05-12
91,393,2024-05-27
91,221,2024-06-06
91,246,2024-06-17
91,470,2024-06-17
91,8,2024-07-20
91,479,2024-07-21
91,371,2024-07-29
91,377,2024-08-03
91,368,2024-08-06
91,208,2024-08-11
91,60,2024-08-14
91,231,2024-08-14
91,366,2024-08-27
91,367,2024-08-31
91,290,2024-09-02
91,480,2024-09-08
91,218,2024-10-09
91,1,2024-10-17
91,71,2024-10-23
91,259,2024-10-24
91,118,2024-10-25
91,71,2024-10-25
91,151,2024-10-25
