ユーザーID,商品ID,購入日時
18,146,2024-01-05
18,149,2024-01-22
18,151,2024-01-31
18,60,2024-02-02
18,77,2024-02-06
18,8,2024-02-26
18,49,2024-02-27
18,80,2024-03-18
18,28,2024-03-30
18,87,2024-03-30
18,70,2024-03-31
18,71,2024-03-31
18,128,2024-04-04
18,12,2024-04-24
18,135,2024-04-29
18,150,2024-05-23
18,46,2024-06-06
18,109,2024-06-15
18,122,2024-06-21
18,54,2024-07-13
18,152,2024-08-08
18,89,2024-08-09
18,60,2024-08-11
18,70,2024-08-12
18,68,2024-08-22
18,41,2024-08-22
18,10,2024-09-02
18,67,2024-09-04
18,52,2024-09-23
18,119,2024-10-04
18,95,2024-10-10
18,130,2024-10-14
18,121,2024-10-21
18,113,2024-10-26
