ユーザーID,商品ID,購入日時
99,3,2024-01-05
99,45,2024-01-09
99,156,2024-01-10
99,495,2024-01-22
99,177,2024-02-05
99,283,2024-02-15
99,283,2024-02-16
99,341,2024-02-19
99,20,2024-02-23
99,17,2024-03-01
99,479,2024-03-02
99,466,2024-03-21
99,458,2024-03-23
99,465,2024-04-17
99,318,2024-04-17
99,386,2024-04-21
99,29,2024-04-23
99,282,2024-05-07
99,427,2024-05-10
99,245,2024-05-10
99,20,2024-05-11
99,429,2024-05-22
99,37,2024-05-22
99,237,2024-05-23
99,120,2024-05-24
99,496,2024-05-27
99,117,2024-06-03
99,455,2024-06-09
99,185,2024-06-11
99,399,2024-06-25
99,206,2024-07-12
99,308,2024-07-13
99,238,2024-07-15
99,212,2024-07-20
99,250,2024-07-26
99,239,2024-08-08
99,72,2024-08-08
99,3,2024-08-11
99,232,2024-08-12
99,238,2024-08-17
99,285,2024-08-20
99,169,2024-08-20
99,493,2024-09-14
99,145,2024-09-15
99,432,2024-09-21
99,85,2024-09-24
99,90,2024-10-06
99,79,2024-10-08
99,304,2024-10-17
99,150,2024-10-24
