ユーザーID,商品ID,購入日時
69,366,2024-01-04
69,285,2024-01-09
69,73,2024-01-19
69,426,2024-01-30
69,40,2024-02-04
69,489,2024-02-05
69,475,2024-02-05
69,463,2024-02-06
69,259,2024-02-12
69,358,2024-02-12
69,494,2024-02-14
69,221,2024-03-01
69,150,2024-03-07
69,495,2024-03-09
69,330,2024-03-11
69,6,2024-04-08
69,194,2024-04-15
69,164,2024-04-16
69,405,2024-04-18
69,389,2024-04-19
69,234,2024-04-23
69,291,2024-05-09
69,361,2024-05-14
69,22,2024-05-14
69,467,2024-05-18
69,339,2024-06-03
69,295,2024-06-05
69,318,2024-06-12
69,13,2024-06-30
69,88,2024-07-09
69,141,2024-07-11
69,132,2024-07-13
69,430,2024-07-17
69,383,2024-08-08
69,341,2024-08-08
69,5,2024-08-20
69,2,2024-09-01
69,84,2024-09-10
69,72,2024-09-15
69,370,2024-09-17
69,445,2024-09-18
69,198,2024-09-20
69,365,2024-09-24
69,447,2024-09-26
69,64,2024-09-27
69,458,2024-09-29
69,463,2024-10-02
69,483,2024-10-06
69,55,2024-10-14
69,126,2024-10-24
