ユーザーID,商品ID,購入日時
40,13,2024-01-13
40,35,2024-01-19
40,128,2024-01-21
40,111,2024-02-01
40,11,2024-02-04
40,284,2024-02-06
40,363,2024-02-09
40,82,2024-02-19
40,182,2024-02-24
40,146,2024-03-04
40,128,2024-03-25
40,202,2024-03-30
40,162,2024-04-02
40,43,2024-04-14
40,384,2024-05-10
40,272,2024-05-15
40,24,2024-05-15
40,212,2024-05-21
40,119,2024-05-31
40,471,2024-06-09
40,259,2024-06-10
40,288,2024-06-22
40,299,2024-06-25
40,246,2024-07-03
40,231,2024-07-04
40,62,2024-07-06
40,448,2024-07-08
40,47,2024-07-16
40,93,2024-07-19
40,18,2024-07-26
40,47,2024-08-02
40,179,2024-08-09
40,464,2024-08-12
40,475,2024-08-12
40,458,2024-08-23
40,243,2024-08-29
40,148,2024-09-03
40,422,2024-09-06
40,197,2024-09-10
40,39,2024-09-24
40,339,2024-10-03
40,56,2024-10-04
40,426,2024-10-05
40,40,2024-10-07
40,21,2024-10-13
40,289,2024-10-17
40,395,2024-10-22
40,301,2024-10-25
40,328,2024-10-26
40,43,2024-10-27
