ユーザーID,商品ID,購入日時
31,122,2024-01-02
31,80,2024-01-02
31,93,2024-01-08
31,145,2024-01-14
31,90,2024-01-14
31,80,2024-02-07
31,137,2024-02-10
31,150,2024-02-12
31,131,2024-02-21
31,135,2024-02-24
31,53,2024-03-04
31,81,2024-03-06
31,6,2024-03-17
31,18,2024-03-18
31,53,2024-03-20
31,106,2024-03-24
31,44,2024-03-24
31,130,2024-04-17
31,77,2024-04-30
31,106,2024-05-12
31,31,2024-05-14
31,53,2024-05-31
31,79,2024-06-12
31,77,2024-06-29
31,15,2024-07-06
31,39,2024-07-08
31,122,2024-07-13
31,5,2024-07-17
31,85,2024-07-20
31,103,2024-07-23
31,143,2024-07-24
31,110,2024-08-07
31,130,2024-08-12
31,27,2024-08-14
31,14,2024-09-15
31,151,2024-09-17
31,3,2024-10-25
31,100,2024-10-26
