ユーザーID,商品ID,購入日時
23,145,2024-01-14
23,425,2024-01-17
23,274,2024-01-24
23,267,2024-02-01
23,209,2024-02-08
23,389,2024-02-09
23,277,2024-02-11
23,82,2024-02-13
23,404,2024-02-14
23,235,2024-02-14
23,95,2024-02-18
23,455,2024-02-19
23,477,2024-02-20
23,370,2024-02-27
23,321,2024-03-07
23,352,2024-03-11
23,299,2024-03-11
23,97,2024-03-13
23,161,2024-03-27
23,200,2024-03-29
23,200,2024-03-31
23,200,2024-04-07
23,285,2024-04-11
23,143,2024-04-13
23,374,2024-04-15
23,258,2024-04-19
23,76,2024-04-21
23,456,2024-05-15
23,341,2024-05-21
23,187,2024-05-26
23,419,2024-05-26
23,423,2024-06-10
23,151,2024-06-12
23,442,2024-06-13
23,186,2024-06-16
23,468,2024-06-27
23,245,2024-07-13
23,469,2024-07-19
23,94,2024-07-24
23,368,2024-07-27
23,373,2024-07-31
23,168,2024-08-21
23,425,2024-08-22
23,292,2024-08-29
23,372,2024-08-31
23,148,2024-09-03
23,407,2024-09-05
23,452,2024-09-27
23,153,2024-10-03
23,335,2024-10-22
