ユーザーID,商品ID,購入日時
13,297,2024-01-12
13,21,2024-01-12
13,27,2024-01-14
13,319,2024-01-25
13,287,2024-01-28
13,186,2024-02-01
13,127,2024-02-02
13,401,2024-02-03
13,280,2024-02-04
13,419,2024-02-11
13,30,2024-02-25
13,489,2024-03-19
13,79,2024-03-30
13,318,2024-04-06
13,269,2024-04-20
13,431,2024-04-21
13,368,2024-05-20
13,367,2024-05-22
13,69,2024-05-25
13,86,2024-05-26
13,367,2024-05-29
13,140,2024-06-04
13,482,2024-06-05
13,94,2024-06-10
13,263,2024-06-16
13,434,2024-06-18
13,258,2024-06-19
13,405,2024-06-21
13,331,2024-06-26
13,353,2024-06-28
13,480,2024-07-02
13,67,2024-07-09
13,205,2024-07-22
13,274,2024-07-22
13,178,2024-07-25
13,169,2024-07-28
13,70,2024-08-02
13,130,2024-08-04
13,201,2024-08-05
13,274,2024-08-16
13,16,2024-08-30
13,227,2024-09-04
13,21,2024-09-18
13,293,2024-10-04
13,480,2024-10-06
13,464,2024-10-13
13,325,2024-10-16
13,253,2024-10-16
13,147,2024-10-21
13,311,2024-10-27
