ユーザーID,商品ID,購入日時
72,165,2024-01-09
72,494,2024-01-09
72,273,2024-01-23
72,250,2024-01-25
72,446,2024-02-04
72,329,2024-02-04
72,120,2024-02-06
72,342,2024-02-11
72,459,2024-02-16
72,178,2024-02-21
72,110,2024-02-25
72,437,2024-02-28
72,371,2024-02-28
72,37,2024-03-07
72,227,2024-03-11
72,239,2024-03-19
72,267,2024-03-20
72,90,2024-03-21
72,69,2024-03-26
72,186,2024-04-04
72,33,2024-04-13
72,152,2024-04-26
72,353,2024-05-01
72,448,2024-05-02
72,320,2024-05-04
72,208,2024-05-06
72,374,2024-05-09
72,277,2024-05-11
72,91,2024-05-19
72,105,2024-05-31
72,104,2024-06-07
72,452,2024-06-13
72,85,2024-06-16
72,436,2024-06-22
72,39,2024-06-28
72,321,2024-07-05
72,450,2024-07-07
72,57,2024-07-09
72,281,2024-07-09
72,474,2024-07-24
72,94,2024-07-28
72,222,2024-08-05
72,72,2024-08-07
72,497,2024-08-08
72,269,2024-08-17
72,318,2024-09-13
72,294,2024-09-17
72,79,2024-10-01
72,407,2024-10-25
72,431,2024-10-27
