ユーザーID,商品ID,購入日時
86,189,2024-01-05
86,141,2024-01-18
86,239,2024-01-18
86,244,2024-01-20
86,167,2024-02-17
86,203,2024-02-20
86,6,2024-03-02
86,197,2024-03-10
86,309,2024-03-10
86,215,2024-03-11
86,490,2024-03-11
86,378,2024-03-24
86,179,2024-03-28
86,442,2024-03-29
86,249,2024-04-03
86,291,2024-04-11
86,179,2024-04-25
86,314,2024-05-04
86,500,2024-05-15
86,135,2024-05-29
86,379,2024-06-02
86,451,2024-06-05
86,332,2024-06-09
86,287,2024-06-16
86,412,2024-06-23
86,394,2024-06-27
86,47,2024-07-01
86,144,2024-07-01
86,14,2024-07-08
86,343,2024-07-18
86,297,2024-07-18
86,500,2024-07-19
86,419,2024-07-24
86,467,2024-07-27
86,350,2024-07-27
86,179,2024-07-31
86,117,2024-08-06
86,161,2024-08-10
86,168,2024-08-16
86,296,2024-08-17
86,93,2024-08-21
86,456,2024-08-27
86,146,2024-08-31
86,30,2024-09-04
86,158,2024-09-04
86,221,2024-09-11
86,220,2024-09-20
86,177,2024-09-27
86,233,2024-10-08
86,305,2024-10-11
