ユーザーID,商品ID,購入日時
33,499,2024-01-06
33,70,2024-01-06
33,239,2024-01-10
33,128,2024-01-15
33,62,2024-01-23
33,73,2024-01-24
33,201,2024-01-26
33,471,2024-01-29
33,102,2024-02-01
33,118,2024-02-08
33,103,2024-02-11
33,72,2024-02-20
33,335,2024-02-24
33,210,2024-03-01
33,385,2024-03-02
33,386,2024-03-09
33,54,2024-03-12
33,185,2024-03-13
33,481,2024-03-14
33,99,2024-03-21
33,176,2024-03-22
33,60,2024-03-23
33,366,2024-03-26
33,15,2024-03-27
33,10,2024-04-04
33,14,2024-04-12
33,362,2024-04-16
33,414,2024-05-05
33,139,2024-05-08
33,29,2024-05-10
33,151,2024-05-12
33,68,2024-05-12
33,218,2024-05-23
33,320,2024-05-29
33,88,2024-06-15
33,315,2024-06-23
33,487,2024-06-24
33,18,2024-06-25
33,446,2024-07-12
33,88,2024-07-14
33,464,2024-07-15
33,114,2024-07-17
33,260,2024-07-26
33,299,2024-07-30
33,300,2024-08-13
33,313,2024-08-30
33,457,2024-09-22
33,457,2024-10-16
33,313,2024-10-16
33,258,2024-10-27
