ユーザーID,商品ID,購入日時
82,108,2024-01-02
82,34,2024-01-25
82,114,2024-01-29
82,52,2024-02-01
82,7,2024-02-11
82,65,2024-02-13
82,32,2024-02-22
82,68,2024-02-23
82,82,2024-02-25
82,128,2024-02-25
82,58,2024-02-28
82,75,2024-03-07
82,119,2024-03-10
82,142,2024-03-12
82,51,2024-03-18
82,93,2024-03-21
82,67,2024-03-24
82,125,2024-03-25
82,112,2024-03-29
82,156,2024-04-05
82,82,2024-04-07
82,78,2024-04-21
82,112,2024-04-22
82,56,2024-05-14
82,13,2024-05-16
82,71,2024-05-18
82,131,2024-05-21
82,107,2024-05-22
82,112,2024-05-25
82,91,2024-06-14
82,132,2024-07-01
82,103,2024-07-04
82,8,2024-07-08
82,18,2024-07-22
82,154,2024-07-27
82,126,2024-08-10
82,37,2024-08-21
82,73,2024-09-05
82,8,2024-09-06
82,56,2024-09-15
82,156,2024-09-18
82,40,2024-09-28
82,156,2024-09-28
82,129,2024-09-28
82,130,2024-10-03
82,38,2024-10-04
82,139,2024-10-09
82,107,2024-10-10
82,89,2024-10-17
82,31,2024-10-18
