ユーザーID,商品ID,購入日時
64,41,2024-01-05
64,474,2024-01-07
64,66,2024-01-12
64,325,2024-01-16
64,87,2024-01-23
64,240,2024-01-23
64,187,2024-01-29
64,446,2024-01-29
64,295,2024-01-29
64,286,2024-02-11
64,399,2024-02-22
64,173,2024-02-25
64,404,2024-03-11
64,241,2024-03-12
64,419,2024-03-18
64,115,2024-03-22
64,279,2024-03-27
64,449,2024-04-02
64,299,2024-04-10
64,403,2024-04-10
64,87,2024-04-12
64,248,2024-04-13
64,176,2024-04-26
64,337,2024-05-04
64,483,2024-05-04
64,123,2024-05-07
64,372,2024-05-11
64,8,2024-05-21
64,468,2024-05-29
64,438,2024-06-06
64,205,2024-06-11
64,417,2024-06-17
64,114,2024-06-23
64,377,2024-07-02
64,199,2024-07-03
64,47,2024-07-06
64,193,2024-07-10
64,448,2024-07-20
64,172,2024-07-22
64,103,2024-08-04
64,127,2024-08-13
64,335,2024-08-15
64,8,2024-09-07
64,172,2024-09-19
64,22,2024-10-09
64,387,2024-10-14
64,290,2024-10-18
64,130,2024-10-20
64,170,2024-10-22
64,27,2024-10-26
