ユーザーID,商品ID,購入日時
14,60,2024-01-04
14,46,2024-01-04
14,129,2024-01-06
14,20,2024-01-08
14,129,2024-01-08
14,37,2024-01-12
14,73,2024-01-18
14,60,2024-01-18
14,14,2024-01-21
14,95,2024-01-26
14,1,2024-02-02
14,135,2024-02-05
14,62,2024-02-09
14,85,2024-02-14
14,79,2024-03-01
14,75,2024-03-04
14,127,2024-03-04
14,90,2024-03-22
14,87,2024-03-28
14,54,2024-04-05
14,86,2024-04-08
14,67,2024-04-27
14,88,2024-05-09
14,87,2024-05-10
14,126,2024-05-13
14,122,2024-06-21
14,138,2024-06-21
14,79,2024-07-06
14,90,2024-07-15
14,17,2024-07-19
14,1,2024-08-11
14,26,2024-08-28
14,85,2024-09-02
14,131,2024-09-07
14,79,2024-09-12
14,33,2024-09-15
14,42,2024-09-19
14,22,2024-09-20
14,106,2024-09-26
14,47,2024-10-14
14,151,2024-10-17
14,5,2024-10-18
14,89,2024-10-23
14,45,2024-10-26
