ユーザーID,商品ID,購入日時
77,460,2024-01-08
77,191,2024-01-17
77,497,2024-01-20
77,64,2024-01-21
77,254,2024-01-29
77,222,2024-02-02
77,15,2024-02-07
77,370,2024-02-16
77,190,2024-02-18
77,223,2024-03-05
77,155,2024-03-06
77,174,2024-03-12
77,90,2024-03-24
77,198,2024-03-25
77,291,2024-03-27
77,192,2024-04-07
77,349,2024-04-07
77,477,2024-04-11
77,132,2024-04-22
77,382,2024-05-01
77,176,2024-05-04
77,264,2024-05-11
77,464,2024-05-18
77,431,2024-05-30
77,125,2024-06-04
77,343,2024-06-06
77,287,2024-06-08
77,242,2024-06-19
77,178,2024-06-19
77,369,2024-06-26
77,336,2024-07-01
77,380,2024-07-05
77,47,2024-07-17
77,136,2024-07-19
77,182,2024-07-28
77,31,2024-07-30
77,151,2024-07-30
77,128,2024-08-12
77,447,2024-08-14
77,121,2024-08-14
77,420,2024-08-19
77,186,2024-08-31
77,17,2024-09-06
77,440,2024-09-11
77,480,2024-09-12
77,465,2024-09-12
77,75,2024-09-16
77,231,2024-09-27
77,89,2024-10-14
77,350,2024-10-17
