ユーザーID,商品ID,購入日時
28,29,2024-01-18
28,113,2024-01-21
28,141,2024-01-22
28,88,2024-01-26
28,21,2024-01-30
28,125,2024-02-11
28,32,2024-02-26
28,43,2024-03-12
28,78,2024-03-15
28,143,2024-03-29
28,99,2024-03-30
28,90,2024-04-01
28,19,2024-04-09
28,95,2024-04-23
28,114,2024-04-24
28,41,2024-04-24
28,32,2024-05-08
28,82,2024-05-22
28,118,2024-06-02
28,52,2024-06-03
28,133,2024-06-04
28,114,2024-06-08
28,149,2024-06-22
28,50,2024-07-02
28,134,2024-07-06
28,145,2024-07-06
28,7,2024-07-19
28,33,2024-07-23
28,76,2024-08-03
28,142,2024-08-06
28,149,2024-08-21
28,151,2024-08-26
28,20,2024-09-11
28,81,2024-09-20
28,84,2024-10-10
28,55,2024-10-15
28,81,2024-10-20
28,121,2024-10-26
