ユーザーID,商品ID,購入日時
78,57,2024-01-07
78,40,2024-01-13
78,95,2024-01-14
78,115,2024-01-20
78,115,2024-01-29
78,148,2024-02-08
78,38,2024-02-24
78,138,2024-03-08
78,32,2024-03-19
78,8,2024-03-22
78,28,2024-03-25
78,15,2024-03-26
78,155,2024-04-13
78,34,2024-05-01
78,131,2024-06-11
78,97,2024-06-24
78,42,2024-07-07
78,120,2024-07-26
78,51,2024-07-28
78,115,2024-08-06
78,18,2024-08-10
78,153,2024-08-19
78,39,2024-08-22
78,136,2024-09-17
78,154,2024-09-26
78,90,2024-10-03
78,77,2024-10-03
