ユーザーID,商品ID,購入日時
74,35,2024-01-10
74,166,2024-01-11
74,70,2024-01-16
74,69,2024-02-04
74,140,2024-02-09
74,37,2024-02-10
74,45,2024-02-14
74,149,2024-02-18
74,318,2024-02-21
74,225,2024-02-22
74,200,2024-02-22
74,252,2024-03-02
74,366,2024-03-03
74,377,2024-03-03
74,102,2024-03-08
74,85,2024-03-18
74,190,2024-03-20
74,313,2024-04-04
74,397,2024-04-09
74,399,2024-04-13
74,396,2024-04-29
74,55,2024-05-01
74,115,2024-05-11
74,127,2024-05-21
74,125,2024-05-25
74,362,2024-06-02
74,34,2024-06-03
74,237,2024-06-05
74,313,2024-06-09
74,352,2024-06-09
74,339,2024-06-16
74,201,2024-06-20
74,369,2024-06-21
74,140,2024-06-23
74,490,2024-06-25
74,337,2024-07-01
74,293,2024-07-04
74,96,2024-07-09
74,56,2024-07-16
74,172,2024-07-22
74,130,2024-07-27
74,52,2024-08-14
74,14,2024-09-02
74,70,2024-09-20
74,260,2024-09-21
74,498,2024-09-30
74,189,2024-10-06
74,473,2024-10-12
74,18,2024-10-22
74,265,2024-10-26
