ユーザーID,商品ID,購入日時
25,137,2024-01-16
25,74,2024-01-22
25,141,2024-01-26
25,121,2024-01-29
25,113,2024-02-14
25,30,2024-02-15
25,5,2024-02-26
25,72,2024-03-07
25,129,2024-03-12
25,13,2024-03-12
25,138,2024-04-02
25,148,2024-04-04
25,20,2024-04-09
25,136,2024-04-13
25,12,2024-04-20
25,119,2024-04-23
25,48,2024-05-03
25,86,2024-05-06
25,68,2024-05-08
25,49,2024-05-12
25,72,2024-06-06
25,152,2024-06-09
25,96,2024-06-09
25,122,2024-06-16
25,61,2024-06-16
25,122,2024-06-26
25,85,2024-06-27
25,87,2024-07-06
25,22,2024-07-07
25,143,2024-07-25
25,126,2024-07-27
25,18,2024-08-04
25,103,2024-08-18
25,128,2024-08-21
25,38,2024-08-22
25,27,2024-08-29
25,12,2024-09-08
25,78,2024-09-14
25,121,2024-09-16
25,5,2024-09-21
25,46,2024-09-25
25,100,2024-09-27
25,48,2024-09-30
25,80,2024-10-06
25,34,2024-10-09
25,22,2024-10-19
25,81,2024-10-26
