ユーザーID,商品ID,購入日時
71,346,2024-01-10
71,6,2024-01-12
71,64,2024-02-01
71,181,2024-02-20
71,402,2024-02-28
71,264,2024-02-29
71,225,2024-03-01
71,123,2024-03-02
71,158,2024-03-06
71,463,2024-03-06
71,46,2024-03-28
71,48,2024-04-21
71,142,2024-04-26
71,131,2024-05-02
71,85,2024-05-07
71,273,2024-05-19
71,236,2024-05-29
71,16,2024-05-30
71,90,2024-06-06
71,234,2024-06-07
71,339,2024-06-10
71,444,2024-06-24
71,430,2024-06-26
71,437,2024-07-05
71,192,2024-07-10
71,88,2024-07-11
71,438,2024-07-12
71,1,2024-07-16
71,391,2024-07-21
71,147,2024-07-23
71,126,2024-07-26
71,408,2024-08-01
71,207,2024-08-02
71,26,2024-08-04
71,24,2024-08-08
71,480,2024-08-17
71,289,2024-08-20
71,249,2024-08-24
71,284,2024-08-26
71,360,2024-09-04
71,277,2024-09-07
71,380,2024-09-14
71,160,2024-09-19
71,58,2024-09-28
71,280,2024-09-30
71,232,2024-10-05
71,474,2024-10-12
71,469,2024-10-17
71,336,2024-10-18
71,475,2024-10-26
