ユーザーID,商品ID,購入日時
80,70,2024-01-02
80,34,2024-01-05
80,57,2024-01-07
80,145,2024-01-08
80,104,2024-01-09
80,3,2024-01-09
80,122,2024-01-21
80,96,2024-01-27
80,75,2024-01-28
80,146,2024-02-06
80,9,2024-02-10
80,79,2024-02-11
80,54,2024-02-14
80,93,2024-02-16
80,56,2024-02-20
80,71,2024-02-27
80,127,2024-03-02
80,115,2024-03-05
80,43,2024-03-26
80,4,2024-04-01
80,37,2024-04-14
80,107,2024-04-25
80,80,2024-04-25
80,54,2024-05-03
80,106,2024-05-06
80,89,2024-05-09
80,46,2024-05-11
80,118,2024-06-02
80,48,2024-06-03
80,129,2024-06-05
80,124,2024-06-09
80,140,2024-06-11
80,22,2024-06-13
80,93,2024-06-13
80,153,2024-06-24
80,2,2024-06-25
80,95,2024-07-08
80,103,2024-08-04
80,149,2024-09-01
80,13,2024-09-02
80,20,2024-09-18
80,48,2024-09-25
80,102,2024-09-29
80,156,2024-10-11
80,49,2024-10-20
