ユーザーID,商品ID,購入日時
11,387,2024-01-05
11,257,2024-01-08
11,380,2024-01-23
11,390,2024-01-25
11,481,2024-01-28
11,135,2024-01-31
11,446,2024-02-04
11,73,2024-02-05
11,378,2024-02-11
11,24,2024-02-25
11,127,2024-02-26
11,420,2024-03-02
11,337,2024-03-07
11,220,2024-03-14
11,268,2024-03-22
11,16,2024-03-30
11,81,2024-04-20
11,258,2024-05-03
11,76,2024-05-10
11,58,2024-05-11
11,41,2024-05-17
11,467,2024-05-22
11,217,2024-05-24
11,336,2024-06-03
11,183,2024-06-03
11,209,2024-06-05
11,19,2024-06-10
11,257,2024-06-18
11,465,2024-07-04
11,11,2024-07-06
11,252,2024-07-10
11,298,2024-07-10
11,409,2024-07-17
11,420,2024-07-20
11,352,2024-07-21
11,397,2024-07-29
11,79,2024-08-16
11,294,2024-08-19
11,465,2024-08-20
11,17,2024-08-22
11,137,2024-08-27
11,357,2024-08-29
11,388,2024-09-07
11,400,2024-09-16
11,163,2024-10-01
11,203,2024-10-03
11,488,2024-10-06
11,257,2024-10-12
11,143,2024-10-13
11,445,2024-10-20
